municipio,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,freq,share_tracado_via_tipo,share_is_night,share_is_weekend,share_is_single_lane
araruna,163,10,52,35,61,5,87,94,61,0.786885245901639,0.573770491803279,0.557377049180328,0.967213114754098
bonito,151,4,35,34,73,5,69,105,61,0.819672131147541,0.426229508196721,0.491803278688525,0.950819672131147
croata,137,7,33,13,76,8,46,107,61,0.934426229508197,0.360655737704918,0.60655737704918,0.770491803278689
iati,175,19,40,17,83,16,57,105,61,0.885245901639344,0.426229508196721,0.557377049180328,1
itacuruba,145,1,43,24,71,6,67,78,60,1,0.4,0.45,1
itau,136,16,39,14,52,15,53,104,60,0.7,0.366666666666667,0.45,1
jucurutu,141,23,28,23,56,11,51,96,60,0.733333333333333,0.333333333333333,0.516666666666667,0.983333333333333
mucajai,197,20,41,24,102,10,65,87,60,0.733333333333333,0.416666666666667,0.683333333333333,0.95
pinheiros,137,11,31,25,64,6,56,102,60,0.75,0.5,0.65,0.933333333333333
sao francisco de paula,113,2,23,4,83,1,27,96,59,0.932203389830508,0.220338983050847,0.525423728813559,0.983050847457627
serra negra do norte,109,12,29,17,41,10,46,80,59,0.694915254237288,0.389830508474576,0.508474576271186,0.983050847457627
timbauba,151,13,37,21,66,14,58,117,59,0.576271186440678,0.355932203389831,0.525423728813559,0.983050847457627
itaporanga,125,19,37,22,42,5,59,86,58,0.758620689655172,0.620689655172414,0.603448275862069,1
maxaranguape,144,5,42,47,46,4,89,88,58,0.793103448275862,0.344827586206897,0.517241379310345,1
patos do piaui,102,7,28,19,42,6,47,74,58,0.413793103448276,0.5,0.448275862068966,0.982758620689655
wanderley,153,6,55,16,74,2,71,81,58,0.913793103448276,0.275862068965517,0.431034482758621,0.982758620689655
lajeado do bugre,110,5,31,11,59,4,42,86,57,0.403508771929825,0.403508771929825,0.350877192982456,1
olho dagua das cunhas,110,22,20,13,44,11,33,80,57,0.982456140350877,0.43859649122807,0.526315789473684,0.964912280701754
barra de santa rosa,142,15,45,30,46,6,75,83,56,0.678571428571429,0.428571428571429,0.482142857142857,1
boa vista do burica,136,7,60,14,53,2,74,96,56,0.660714285714286,0.428571428571429,0.535714285714286,1
caibate,268,7,98,13,150,0,111,79,56,0.803571428571429,0.375,0.446428571428571,1
caraubas do piaui,117,4,52,8,45,8,60,64,56,0.589285714285714,0.375,0.339285714285714,1
cocal,108,6,30,14,54,4,44,68,56,0.857142857142857,0.428571428571429,0.410714285714286,0.964285714285714
quissama,136,13,28,14,74,7,42,103,56,0.857142857142857,0.357142857142857,0.446428571428571,0.803571428571429
santo antonio de lisboa,163,13,21,25,97,7,46,87,56,0.892857142857143,0.642857142857143,0.446428571428571,0.946428571428571
pedra branca,115,15,26,13,58,3,39,77,55,0.690909090909091,0.309090909090909,0.563636363636364,0.854545454545455
rafael fernandes,129,16,34,43,27,9,77,90,55,0.854545454545455,0.490909090909091,0.672727272727273,1
redencao do gurgueia,214,21,62,19,109,3,81,80,55,0.8,0.272727272727273,0.309090909090909,1
macurure,134,11,28,12,65,18,40,80,54,0.944444444444444,0.296296296296296,0.462962962962963,1
oliveira de fatima,135,10,36,21,67,1,57,86,54,0.87037037037037,0.537037037037037,0.592592592592593,0.962962962962963
senador eloi de souza,118,17,24,19,47,11,43,92,53,0.811320754716981,0.471698113207547,0.490566037735849,0.962264150943396
barra do quarai,109,1,39,15,49,5,54,63,52,0.923076923076923,0.519230769230769,0.557692307692308,0.980769230769231
capim branco,97,0,26,14,55,2,40,74,52,0.788461538461538,0.442307692307692,0.519230769230769,0.0576923076923077
colonia leopoldina,134,22,23,38,48,3,61,89,52,0.807692307692308,0.673076923076923,0.615384615384615,0.980769230769231
monte alegre do piaui,123,9,44,9,57,4,53,70,52,0.653846153846154,0.269230769230769,0.480769230769231,1
quijingue,168,14,59,19,70,6,78,78,51,0.980392156862745,0.372549019607843,0.509803921568627,1
regeneracao,130,9,46,28,43,4,74,80,51,0.823529411764706,0.509803921568627,0.549019607843137,1
xambioa,91,7,24,14,45,1,38,63,51,0.549019607843137,0.411764705882353,0.431372549019608,0.980392156862745
itupiranga,155,13,32,20,53,37,52,90,50,0.84,0.26,0.44,0.98
monsenhor paulo,90,3,36,10,39,2,46,74,50,0.48,0.6,0.52,1
paraibano,83,12,16,14,34,7,30,64,50,0.46,0.36,0.5,1
tuntum,114,18,29,11,45,11,40,76,50,0.66,0.3,0.38,1
upanema,102,12,26,21,27,16,47,76,50,0.82,0.42,0.5,0.82
barao,110,1,32,7,61,9,39,75,49,0.428571428571429,0.387755102040816,0.612244897959184,0.938775510204082
barra do rocha,119,9,37,17,52,4,54,64,49,0.73469387755102,0.469387755102041,0.448979591836735,1
governador celso ramos,99,2,30,9,51,7,39,80,49,0.591836734693878,0.510204081632653,0.448979591836735,0.0816326530612245
gurinhata,111,9,46,13,39,4,59,73,49,0.775510204081633,0.469387755102041,0.428571428571429,1
nazare,109,6,30,16,49,8,46,62,49,0.755102040816326,0.428571428571429,0.530612244897959,1
porto xavier,125,11,37,21,56,0,58,79,49,0.510204081632653,0.530612244897959,0.63265306122449,1
japira,119,3,39,18,55,4,57,73,48,0.5,0.604166666666667,0.604166666666667,0.958333333333333
paulistana,95,21,21,14,33,6,35,74,48,0.791666666666667,0.4375,0.625,0.979166666666667
sao jose do sul,92,5,33,12,42,0,45,70,48,0.229166666666667,0.354166666666667,0.520833333333333,1
sete de setembro,112,5,49,14,41,3,63,70,48,0.5625,0.479166666666667,0.4375,1
acu,122,6,39,16,53,8,55,87,47,0.74468085106383,0.574468085106383,0.553191489361702,0.978723404255319
alcinopolis,99,4,30,13,48,4,43,59,47,0.702127659574468,0.446808510638298,0.446808510638298,0.957446808510638
governador newton bello,97,12,15,19,46,5,34,68,47,0.914893617021277,0.51063829787234,0.404255319148936,0.957446808510638
marquinho,86,5,38,8,34,1,46,60,47,0.297872340425532,0.25531914893617,0.425531914893617,1
paraiso,118,2,40,25,44,7,65,72,47,0.361702127659575,0.468085106382979,0.595744680851064,1
vila bela da santissima trindade,116,9,39,12,51,5,51,59,47,0.808510638297872,0.765957446808511,0.574468085106383,1
alvorada do gurgueia,163,17,78,6,60,2,84,67,46,0.826086956521739,0.456521739130435,0.434782608695652,1
entre-ijuis,104,4,35,9,53,3,44,67,46,0.5,0.391304347826087,0.521739130434783,0.934782608695652
ibateguara,103,19,16,34,27,7,50,69,46,0.478260869565217,0.456521739130435,0.478260869565217,1
umari,103,7,28,20,44,4,48,63,46,0.934782608695652,0.456521739130435,0.521739130434783,0.978260869565217
acaua,81,11,20,13,33,4,33,67,45,0.822222222222222,0.533333333333333,0.577777777777778,1
carvalhos,69,1,33,5,27,3,38,53,45,0.111111111111111,0.511111111111111,0.466666666666667,1
presidente dutra,98,17,27,16,35,3,43,72,45,0.8,0.266666666666667,0.511111111111111,0.977777777777778
ribeirao do sul,101,2,30,8,58,3,38,70,45,0.733333333333333,0.377777777777778,0.511111111111111,0.977777777777778
boa vista do gurupi,96,8,23,19,44,2,42,71,44,0.909090909090909,0.477272727272727,0.5,1
bom jesus do tocantins,118,9,36,10,50,13,46,74,44,0.954545454545455,0.363636363636364,0.409090909090909,0.863636363636364
carmo,110,1,20,7,79,3,27,83,44,0.25,0.545454545454545,0.5,0.977272727272727
sao pedro do butia,103,4,31,19,48,1,50,70,44,0.568181818181818,0.590909090909091,0.704545454545455,1
conceicao do para,88,3,16,12,54,3,28,65,43,0.837209302325582,0.395348837209302,0.465116279069768,0.395348837209302
sao miguel das missoes,84,1,20,6,57,0,26,58,43,0.697674418604651,0.395348837209302,0.465116279069768,0.953488372093023
vila flores,129,2,36,19,65,7,55,76,43,0.604651162790698,0.558139534883721,0.558139534883721,0.930232558139535
cacaulandia,95,2,21,5,63,4,26,60,42,0.857142857142857,0.30952380952381,0.5,0.976190476190476
ribeira do amparo,98,9,21,16,43,9,37,63,42,0.904761904761905,0.523809523809524,0.404761904761905,1
santo antonio dos lopes,83,10,11,10,47,5,21,65,42,0.80952380952381,0.357142857142857,0.523809523809524,1
sao jose de espinharas,92,5,33,14,33,7,47,56,42,0.857142857142857,0.571428571428571,0.595238095238095,1
iracema,165,14,55,26,50,20,81,56,41,0.804878048780488,0.414634146341463,0.560975609756098,0.951219512195122
itapipoca,89,15,10,14,39,11,24,70,41,0.975609756097561,0.585365853658537,0.560975609756098,0.780487804878049
sagrada familia,92,3,24,8,57,0,32,55,41,0.390243902439024,0.219512195121951,0.439024390243902,0.975609756097561
sao francisco do oeste,85,16,21,16,22,10,37,65,41,0.780487804878049,0.51219512195122,0.682926829268293,1
ubajara,98,9,20,11,54,4,31,62,41,0.707317073170732,0.487804878048781,0.439024390243902,0.926829268292683
calcoene,116,14,31,21,42,8,52,47,40,0.6,0.375,0.375,0.925
itapirapua,110,6,39,21,44,0,60,58,40,0.8,0.325,0.625,1
lavras da mangabeira,106,11,27,14,44,10,41,69,40,0.9,0.4,0.6,1
pacaja,84,6,12,8,49,9,20,63,40,0.85,0.15,0.4,1
triunfo potiguar,81,8,26,10,34,3,36,52,40,0.6,0.325,0.625,1
florania,94,10,28,20,32,4,48,50,39,0.769230769230769,0.307692307692308,0.461538461538462,1
gentil,88,2,27,5,46,8,32,60,39,0.794871794871795,0.358974358974359,0.41025641025641,0.974358974358974
itatira,87,8,12,17,42,8,29,55,39,0.641025641025641,0.41025641025641,0.512820512820513,1
jacobina do piaui,85,11,24,18,25,7,42,52,39,0.923076923076923,0.41025641025641,0.615384615384615,0.948717948717949
tuneiras do oeste,107,9,38,16,39,5,54,57,39,0.743589743589744,0.692307692307692,0.58974358974359,0.974358974358974
viseu,111,17,27,19,32,16,46,68,39,0.974358974358974,0.41025641025641,0.41025641025641,0.974358974358974
correntes,78,12,15,12,27,12,27,59,38,0.236842105263158,0.473684210526316,0.421052631578947,1
itaberai,90,11,30,23,26,0,53,54,38,0.763157894736842,0.578947368421053,0.552631578947369,0.973684210526316
lajes pintadas,76,2,33,12,26,3,45,53,38,0.736842105263158,0.368421052631579,0.473684210526316,1
monte negro,76,5,32,13,24,2,45,57,38,0.789473684210526,0.394736842105263,0.578947368421053,0.973684210526316
campo bonito,92,3,23,11,51,4,34,63,37,0.783783783783784,0.540540540540541,0.648648648648649,0.972972972972973
cerejeiras,85,1,35,13,33,3,48,57,37,0.702702702702703,0.513513513513514,0.486486486486487,0.756756756756757
corrente,130,24,56,21,26,3,77,47,37,0.675675675675676,0.378378378378378,0.486486486486487,1
calcado,75,6,21,8,36,4,29,62,36,1,0.416666666666667,0.555555555555556,0.972222222222222
mutuipe,82,7,26,19,23,7,45,60,36,0.472222222222222,0.444444444444444,0.694444444444445,0.972222222222222
santa luz,89,7,21,7,52,2,28,47,36,0.583333333333333,0.277777777777778,0.5,1
touros,78,5,22,19,31,1,41,54,36,0.722222222222222,0.222222222222222,0.5,0.972222222222222
baia formosa,71,1,17,8,42,3,25,55,35,0.657142857142857,0.171428571428571,0.571428571428571,0.4
lamarao,77,4,12,2,56,3,14,63,35,0.914285714285714,0.342857142857143,0.4,1
monsenhor hipolito,84,17,18,14,26,9,32,57,35,0.942857142857143,0.657142857142857,0.828571428571429,0.971428571428571
porto acre,86,4,24,15,36,7,39,51,35,0.828571428571429,0.571428571428571,0.6,0.942857142857143
treze de maio,62,2,19,6,33,2,25,53,35,0.857142857142857,0.371428571428571,0.342857142857143,0.142857142857143
eldorado do carajas,89,8,16,12,46,7,28,58,34,0.705882352941177,0.323529411764706,0.5,1
salvador do sul,69,0,21,11,31,6,32,57,34,0.411764705882353,0.441176470588235,0.441176470588235,1
sao francisco do brejao,116,5,11,4,95,1,15,59,34,0.970588235294118,0.294117647058824,0.5,1
brasileia,87,3,36,10,34,4,46,47,33,0.606060606060606,0.242424242424242,0.303030303030303,0.939393939393939
caem,76,6,19,6,42,3,25,47,33,0.96969696969697,0.484848484848485,0.575757575757576,1
candeal,97,14,35,11,33,4,46,62,33,0.939393939393939,0.424242424242424,0.606060606060606,1
paraiso das aguas,88,4,40,20,24,0,60,45,33,0.787878787878788,0.393939393939394,0.424242424242424,1
salvador das missoes,71,4,26,11,30,0,37,52,33,0.424242424242424,0.606060606060606,0.606060606060606,0.96969696969697
algodao de jandaira,70,6,18,12,31,3,30,39,32,0.65625,0.375,0.21875,1
arantina,68,3,28,9,27,1,37,41,32,0.3125,0.3125,0.5,1
palmital,61,10,17,11,22,1,28,40,32,0.34375,0.375,0.375,1
trairao,60,6,14,10,26,4,24,48,32,0.46875,0.28125,0.46875,0.96875
aguas vermelhas,85,1,23,6,49,6,29,56,31,0.838709677419355,0.516129032258065,0.580645161290323,1
chapadinha,73,14,14,11,28,6,25,49,31,0.774193548387097,0.32258064516129,0.612903225806452,1
colonia do gurgueia,60,5,13,1,37,4,14,43,31,0.645161290322581,0.32258064516129,0.612903225806452,0.967741935483871
dom pedro,69,9,16,5,35,4,21,51,31,0.709677419354839,0.612903225806452,0.483870967741936,1
duere,70,5,11,10,41,3,21,51,31,0.806451612903226,0.32258064516129,0.709677419354839,1
minador do negrao,65,2,13,8,39,3,21,39,31,0.967741935483871,0.451612903225806,0.387096774193548,0.967741935483871
morros,87,13,22,16,27,9,38,52,31,0.870967741935484,0.354838709677419,0.645161290322581,0.967741935483871
sao vicente,69,2,25,11,29,2,36,47,31,0.709677419354839,0.580645161290323,0.645161290322581,1
agua santa,64,2,17,6,38,1,23,45,30,0.666666666666667,0.366666666666667,0.566666666666667,1
baixio,79,5,13,12,45,4,25,48,30,1,0.633333333333333,0.4,1
bom jesus do araguaia,80,15,17,7,35,6,24,49,30,0.666666666666667,0.333333333333333,0.366666666666667,1
campos de julio,66,5,16,11,32,2,27,48,30,0.866666666666667,0.2,0.4,1
coracao de maria,66,9,20,5,30,2,25,50,30,0.8,0.466666666666667,0.3,0.966666666666667
cujubim,87,1,20,4,56,6,24,43,30,0.9,0.266666666666667,0.366666666666667,1
patu,71,11,24,13,18,5,37,50,30,0.633333333333333,0.266666666666667,0.466666666666667,1
pedra branca do amapari,129,5,67,9,40,8,76,45,30,0.866666666666667,0.5,0.533333333333333,0.966666666666667
redencao,73,3,28,11,30,1,39,45,30,0.9,0.5,0.433333333333333,0.966666666666667
sao felix de balsas,57,7,14,4,30,2,18,37,30,0.566666666666667,0.2,0.266666666666667,1
alvorada doeste,66,6,19,14,25,2,33,42,29,0.724137931034483,0.344827586206897,0.448275862068966,0.793103448275862
governador nunes freire,69,8,8,14,32,7,22,49,29,0.96551724137931,0.344827586206897,0.448275862068966,0.96551724137931
jauru,73,0,26,5,40,2,31,38,29,0.689655172413793,0.275862068965517,0.620689655172414,1
maracacume,62,8,13,5,32,4,18,50,29,1,0.482758620689655,0.379310344827586,0.96551724137931
pindare mirim,65,4,16,13,30,2,29,43,29,0.862068965517241,0.310344827586207,0.517241379310345,0.96551724137931
sao geraldo do araguaia,69,15,13,7,18,16,20,42,29,0.689655172413793,0.413793103448276,0.517241379310345,0.896551724137931
caxingo,65,1,24,7,32,1,31,38,28,0.785714285714286,0.392857142857143,0.428571428571429,0.964285714285714
ipanguacu,65,2,26,8,25,4,34,37,28,0.892857142857143,0.535714285714286,0.321428571428571,1
parambu,49,11,13,4,19,2,17,38,28,0.5,0.535714285714286,0.428571428571429,1
santo augusto,63,1,26,9,26,1,35,41,28,0.285714285714286,0.392857142857143,0.464285714285714,0.964285714285714
caldeirao grande,90,6,22,11,45,6,33,34,27,1,0.851851851851852,0.62962962962963,1
conceicao das alagoas,49,1,16,8,23,1,24,38,27,0.851851851851852,0.259259259259259,0.259259259259259,0.740740740740741
palmares do sul,62,3,22,6,28,3,28,43,27,0.814814814814815,0.444444444444444,0.407407407407407,1
sao jose dos ausentes,66,2,25,7,23,9,32,37,27,0.62962962962963,0.592592592592593,0.666666666666667,0.962962962962963
sitio novo,102,10,27,12,51,2,39,44,27,0.851851851851852,0.444444444444444,0.592592592592593,1
cidade ocidental,51,1,13,2,29,6,15,44,26,0.961538461538461,0.346153846153846,0.423076923076923,0.0384615384615385
itaguari,53,4,17,14,15,3,31,32,26,0.807692307692308,0.653846153846154,0.653846153846154,1
novo cabrais,57,3,23,7,23,1,30,37,26,0.730769230769231,0.461538461538462,0.576923076923077,0.961538461538461
pio ix,82,12,31,11,22,6,42,41,26,1,0.5,0.769230769230769,0.961538461538461
santa rita de cassia,64,6,16,0,42,0,16,36,26,0.615384615384615,0.269230769230769,0.5,1
santo angelo,52,0,11,6,35,0,17,38,26,0.576923076923077,0.423076923076923,0.461538461538462,1
ubaira,63,15,19,16,12,1,35,38,26,0.384615384615385,0.5,0.769230769230769,0.961538461538461
caracol,52,4,19,10,17,2,29,29,25,0.64,0.52,0.4,1
rio crespo,62,2,8,1,45,6,9,37,25,0.88,0.28,0.32,1
ruropolis,57,5,17,5,27,3,22,36,25,0.56,0.16,0.4,0.92
wenceslau braz,38,2,16,5,14,1,21,29,25,0.32,0.52,0.64,1
figueiropolis doeste,82,0,18,1,58,5,19,38,24,0.916666666666667,0.25,0.333333333333333,1
ibiruba,48,0,13,4,29,2,17,29,24,0.25,0.416666666666667,0.416666666666667,1
ielmo marinho,42,5,6,3,26,2,9,38,24,0.833333333333333,0.333333333333333,0.5,0.958333333333333
jose da penha,51,6,12,14,16,3,26,38,24,0.916666666666667,0.375,0.5,1
loreto,47,3,13,8,19,4,21,35,24,0.875,0.291666666666667,0.291666666666667,1
miguel leao,69,5,24,15,20,5,39,36,24,0.583333333333333,0.5,0.458333333333333,1
muliterno,40,3,12,3,21,1,15,36,24,0.375,0.375,0.708333333333333,1
pariconha,68,6,10,8,42,2,18,42,24,0.875,0.458333333333333,0.458333333333333,1
pedrinopolis,65,6,19,16,22,2,35,36,24,0.875,0.333333333333333,0.416666666666667,1
abel figueiredo,71,12,17,18,16,8,35,37,23,0.217391304347826,0.217391304347826,0.478260869565217,1
andarai,51,3,14,2,22,10,16,37,23,0.695652173913044,0.391304347826087,0.521739130434783,1
bertolinia,55,13,8,14,19,1,22,31,23,0.478260869565217,0.434782608695652,0.434782608695652,1
brejo grande do araguaia,47,6,11,5,24,1,16,36,23,0.826086956521739,0.260869565217391,0.391304347826087,0.956521739130435
forquetinha,56,2,11,2,40,1,13,44,23,0.695652173913044,0.217391304347826,0.304347826086957,1
igarape-acu,60,4,9,14,28,5,23,43,23,1,0.304347826086957,0.434782608695652,1
jussari,36,1,13,2,20,0,15,26,23,0.173913043478261,0.391304347826087,0.652173913043478,0.956521739130435
mostardas,57,0,29,8,18,2,37,37,23,1,0.521739130434783,0.478260869565217,0.956521739130435
nova timboteua,57,8,4,12,31,2,16,41,23,0.782608695652174,0.434782608695652,0.347826086956522,0.956521739130435
pinheiral,51,1,19,3,26,2,22,36,23,0.739130434782609,0.478260869565217,0.478260869565217,0.0434782608695652
uruara,76,11,19,7,39,0,26,35,23,0.652173913043478,0.173913043478261,0.478260869565217,1
vila alta,80,0,13,1,65,1,14,42,23,0.826086956521739,0.347826086956522,0.521739130434783,1
axixa,45,6,7,10,18,4,17,37,22,0.863636363636364,0.318181818181818,0.545454545454545,1
camboriu,42,0,20,2,19,1,22,35,22,0.727272727272727,0.454545454545455,0.5,0.363636363636364
castelandia,41,1,17,2,21,0,19,32,22,0.863636363636364,0.454545454545455,0.545454545454545,1
itaquara,56,4,18,11,21,2,29,28,22,0.454545454545455,0.318181818181818,0.5,1
sao jeronimo,44,1,5,2,35,1,7,36,22,0.863636363636364,0.5,0.318181818181818,1
assuncao,58,4,10,3,28,13,13,33,21,0.904761904761905,0.428571428571429,0.380952380952381,1
colorado,47,0,13,2,32,0,15,34,21,0.619047619047619,0.428571428571429,0.428571428571429,0.952380952380952
cristalandia do piaui,60,11,27,4,17,1,31,31,21,0.523809523809524,0.238095238095238,0.571428571428571,1
estrela do sul,60,15,9,13,23,0,22,37,21,0.952380952380952,0.476190476190476,0.476190476190476,1
luzinopolis,50,4,22,3,15,6,25,31,21,0.761904761904762,0.428571428571429,0.523809523809524,1
pocrane,50,0,20,10,20,0,30,30,21,0.428571428571429,0.380952380952381,0.571428571428571,0.857142857142857
sao francisco do piaui,39,3,9,2,16,9,11,33,21,0.714285714285714,0.571428571428571,0.476190476190476,0.952380952380952
sao martinho,57,0,16,4,36,1,20,41,21,0.428571428571429,0,0.333333333333333,0.80952380952381
vista serrana,35,4,11,4,15,1,15,23,21,0.761904761904762,0.428571428571429,0.571428571428571,1
laranjal do jari,57,3,12,11,25,6,23,23,20,0.4,0.2,0.45,0.95
loanda,44,2,17,2,23,0,19,30,20,0.85,0.55,0.5,0.95
piraque,29,1,7,5,16,0,12,26,20,0.8,0.25,0.45,1
porteirao,39,3,4,5,26,1,9,34,20,0.75,0.45,0.45,1
sao juliao,36,1,4,4,23,4,8,22,20,0.85,0.25,0.55,1
soledade de minas,41,0,11,0,29,1,11,32,20,0.65,0.4,0.35,0.95
humberto de campos,52,8,16,10,10,8,26,27,19,0.894736842105263,0.526315789473684,0.578947368421053,0.947368421052632
maranhaozinho,43,6,5,4,25,3,9,30,19,1,0.526315789473684,0.368421052631579,1
pontal do araguaia,49,0,17,2,27,3,19,38,19,0.736842105263158,0.315789473684211,0.473684210526316,1
arambare,29,1,3,0,23,2,3,26,18,0.777777777777778,0.444444444444444,0.388888888888889,1
cacu,47,2,9,2,33,1,11,29,18,0.722222222222222,0.277777777777778,0.555555555555556,0.833333333333333
colinas,33,3,7,4,17,2,11,27,18,0.277777777777778,0.388888888888889,0.333333333333333,0.944444444444444
delfim moreira,33,0,12,6,15,0,18,24,18,0.277777777777778,0.5,0.444444444444444,1
gilbues,59,13,15,7,20,4,22,31,18,0.833333333333333,0.388888888888889,0.444444444444444,1
goioere,40,1,14,13,10,2,27,24,18,0.722222222222222,0.666666666666667,0.555555555555556,1
itaiba,41,6,8,8,19,0,16,23,18,0.944444444444444,0.5,0.5,1
major sales,45,9,13,6,14,3,19,32,18,0.833333333333333,0.722222222222222,0.777777777777778,1
mata,28,1,8,4,14,1,12,25,18,0.777777777777778,0.611111111111111,0.722222222222222,1
palestina do para,30,5,9,0,14,2,9,23,18,0.944444444444444,0.388888888888889,0.222222222222222,0.888888888888889
prado,34,2,10,5,16,1,15,24,18,0.277777777777778,0.333333333333333,0.5,1
sao miguel do araguaia,51,11,7,21,10,2,28,23,18,0.888888888888889,0.611111111111111,0.777777777777778,1
sao sebastiao de lagoa de  roca,51,2,12,9,18,10,21,32,18,0.388888888888889,0.5,0.277777777777778,1
satubinha,23,2,4,1,15,1,5,21,18,0.833333333333333,0.5,0.333333333333333,0.944444444444444
vila nova do mamore,39,5,8,3,19,4,11,24,18,0.722222222222222,0.666666666666667,0.555555555555556,0.944444444444444
xinguara,45,2,10,2,28,3,12,35,18,0.944444444444444,0.111111111111111,0.333333333333333,1
fronteiras,35,5,5,7,18,0,12,21,17,0.823529411764706,0.411764705882353,0.705882352941177,1
guaxupe,33,1,15,6,8,3,21,23,17,0.294117647058824,0.235294117647059,0.470588235294118,1
japeri,32,1,8,0,22,1,8,26,17,0.764705882352941,0.647058823529412,0.352941176470588,0.235294117647059
juarez tavora,34,0,7,5,21,1,12,22,17,0.764705882352941,0.647058823529412,0.411764705882353,0.470588235294118
junco do maranhao,68,12,21,12,20,3,33,32,17,0.941176470588235,0.647058823529412,0.529411764705882,0.941176470588235
rio tinto,29,0,15,2,11,1,17,20,17,0.588235294117647,0.529411764705882,0.588235294117647,0
sucupira do riachao,35,1,14,2,16,2,16,22,17,0.470588235294118,0.294117647058824,0.529411764705882,1
guacui,32,0,17,5,10,0,22,25,16,0.5,0.5,0.8125,1
janduis,40,5,13,7,14,1,20,23,16,0.75,0.4375,0.5625,1
olho dagua do piaui,35,0,7,7,19,2,14,25,16,0.5625,0.375,0.375,0.9375
severiano melo,30,9,5,4,9,3,9,25,16,0.8125,0.3125,0.625,1
alfredo chaves,26,0,2,1,19,4,3,24,15,0.6,0.533333333333333,0.333333333333333,0.733333333333333
augusto severo,32,2,14,6,10,0,20,22,15,0.466666666666667,0.266666666666667,0.6,0.866666666666667
camamu,26,3,6,2,13,2,8,21,15,0.6,0.133333333333333,0.266666666666667,1
cianorte,32,1,12,6,12,1,18,19,15,0.8,0.733333333333333,0.533333333333333,0.933333333333333
itape,29,0,7,4,16,2,11,19,15,0.133333333333333,0.4,0.666666666666667,1
manoel emidio,30,2,4,2,19,3,6,24,15,0.533333333333333,0.266666666666667,0.666666666666667,0.933333333333333
novo progresso,38,2,12,7,16,1,19,24,15,0.533333333333333,0.266666666666667,0.6,1
taboleiro grande,24,5,10,4,4,1,14,16,15,0.6,0.333333333333333,0.4,1
tururu,34,6,7,4,13,4,11,26,15,0.933333333333333,0.4,0.4,1
verissimo,29,2,10,5,12,0,15,21,15,0.6,0.6,0.6,0.8
araguatins,30,3,5,10,8,4,15,21,14,0.785714285714286,0.642857142857143,0.642857142857143,1
castilho,21,0,6,1,14,0,7,18,14,0.285714285714286,0.357142857142857,0.642857142857143,0.571428571428571
itabira,28,1,5,2,19,1,7,24,14,0.642857142857143,0.142857142857143,0.285714285714286,0.928571428571429
manoel urbano,47,3,15,9,20,0,24,21,14,1,0.285714285714286,0.642857142857143,1
maracas,22,1,3,0,16,2,3,17,14,0.5,0.428571428571429,0.285714285714286,1
pedras de fogo,30,1,10,2,16,1,12,20,14,0.428571428571429,0.357142857142857,0.785714285714286,0.0714285714285714
sao goncalo do gurgueia,21,2,5,2,12,0,7,18,14,0.142857142857143,0.214285714285714,0.5,1
aramari,43,3,21,3,15,1,24,26,13,0.615384615384615,0.153846153846154,0.538461538461538,1
campo novo do parecis,37,1,6,2,26,2,8,18,13,0.769230769230769,0.384615384615385,0.230769230769231,1
messias targino,24,6,8,1,8,1,9,16,13,0.692307692307692,0.461538461538462,0.461538461538462,1
peixe-boi,38,8,6,3,20,1,9,23,13,0.923076923076923,0.307692307692308,0.230769230769231,0.923076923076923
rio branco do sul,28,5,9,3,11,0,12,22,13,0,0.384615384615385,0.692307692307692,0.923076923076923
rio maria,32,1,8,0,22,1,8,24,13,1,0.307692307692308,0.461538461538462,1
boca do acre,30,3,12,2,10,3,14,17,12,0.666666666666667,0.333333333333333,0.5,1
bodoco,26,3,4,9,10,0,13,18,12,0.916666666666667,0.416666666666667,0.666666666666667,1
constantina,19,0,7,1,10,1,8,18,12,0.333333333333333,0.333333333333333,0.416666666666667,1
encruzilhada do sul,30,0,4,1,25,0,5,17,12,0.833333333333333,0.166666666666667,0.25,1
guadalupe,34,2,5,12,10,5,17,25,12,0.833333333333333,0.416666666666667,0.75,0.916666666666667
irupi,22,1,5,5,10,1,10,17,12,0.666666666666667,0.5,0.666666666666667,1
palhano,17,1,3,2,9,2,5,15,12,0.666666666666667,0.666666666666667,0.333333333333333,0.916666666666667
pindare-mirim,28,4,10,0,10,4,10,18,12,1,0.333333333333333,0.583333333333333,0.916666666666667
presidente vargas,23,5,7,1,8,2,8,17,12,0.416666666666667,0.25,0.25,1
sao bentinho,40,2,15,14,4,5,29,19,12,0.583333333333333,0.5,0.416666666666667,1
varzea alegre,24,6,9,1,7,1,10,17,12,0.666666666666667,0.666666666666667,0.666666666666667,0.916666666666667
vereda,33,1,14,6,12,0,20,18,12,0.166666666666667,0.333333333333333,0.25,1
alagoinha do piaui,20,3,2,2,12,1,4,17,11,0.545454545454545,0.363636363636364,0.454545454545455,1
alegre,32,1,12,6,13,0,18,21,11,0.363636363636364,0.363636363636364,0.818181818181818,1
amapa,37,3,5,1,11,17,6,13,11,0.545454545454545,0.272727272727273,0.454545454545455,1
dom macedo costa,19,1,2,1,14,1,3,19,11,0.636363636363636,0.545454545454545,0.454545454545455,1
igaci,31,2,11,2,14,2,13,15,11,0.909090909090909,0.545454545454545,0.727272727272727,0.909090909090909
