municipio,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,freq,share_tracado_via_tipo,share_is_night,share_is_weekend,share_is_single_lane
felixlandia,1293,93,401,236,530,33,637,849,567,0.767195767195767,0.432098765432099,0.490299823633157,0.985890652557319
sao gabriel,1388,43,301,81,942,21,382,794,567,0.631393298059965,0.435626102292769,0.53968253968254,0.957671957671958
igaratinga,1108,36,316,112,614,30,428,877,562,0.793594306049822,0.443060498220641,0.480427046263345,0.402135231316726
gandu,1178,43,267,131,679,58,398,840,561,0.556149732620321,0.399286987522282,0.442067736185383,1
nova itarana,1345,83,197,73,945,47,270,923,561,0.600713012477718,0.345811051693405,0.513368983957219,0.942959001782531
anastacio,1294,29,297,164,779,25,461,728,560,0.825,0.496428571428571,0.469642857142857,0.917857142857143
luis eduardo magalhaes,1615,135,486,128,821,45,614,919,560,0.957142857142857,0.421428571428571,0.5125,0.975
sao sebastiao,1195,80,266,134,651,64,400,855,559,0.645796064400716,0.370304114490161,0.463327370304114,0.788908765652952
piquete,1047,14,320,101,582,30,421,815,558,0.256272401433692,0.401433691756272,0.503584229390681,0.969534050179212
fontoura xavier,1297,28,280,99,857,33,379,983,557,0.615798922800718,0.359066427289048,0.490125673249551,0.99640933572711
julio de castilhos,1285,46,317,107,788,27,424,883,556,0.780575539568345,0.383093525179856,0.453237410071943,0.992805755395683
itambacuri,1372,79,409,131,714,39,540,875,555,0.657657657657658,0.455855855855856,0.502702702702703,0.989189189189189
peritoro,1188,88,231,157,650,62,388,887,553,0.759493670886076,0.426763110307414,0.452079566003617,0.998191681735985
cordilheira alta,1244,32,323,92,771,26,415,1014,552,0.425724637681159,0.358695652173913,0.494565217391304,0.992753623188406
antonio cardoso,1413,46,239,93,961,74,332,1076,551,0.891107078039928,0.388384754990926,0.455535390199637,0.912885662431942
ouricuri,1147,76,290,170,513,98,460,827,551,0.932849364791289,0.509981851179673,0.551724137931035,0.97459165154265
porto franco,1221,63,323,116,657,62,439,850,548,0.885036496350365,0.397810218978102,0.463503649635037,0.95985401459854
porto vitoria,1189,30,243,88,796,32,331,863,548,0.447080291970803,0.352189781021898,0.461678832116788,0.93978102189781
pesqueira,1477,111,338,250,704,74,588,934,547,0.829981718464351,0.46800731261426,0.510054844606947,0.990859232175503
alto parana,1226,41,362,119,656,48,481,925,546,0.851648351648352,0.415750915750916,0.510989010989011,0.877289377289377
flexeiras,984,50,207,158,513,56,365,785,544,0.332720588235294,0.292279411764706,0.433823529411765,0.902573529411765
bom jesus,1233,67,374,131,613,48,505,791,541,0.641404805914972,0.44177449168207,0.502772643253235,0.99630314232902
atilio vivacqua,1011,35,271,108,545,52,379,817,540,0.5,0.4,0.477777777777778,0.985185185185185
serrinha,1278,98,252,164,673,91,416,976,539,0.87012987012987,0.454545454545455,0.530612244897959,0.922077922077922
currais novos,1135,44,309,190,531,61,499,832,537,0.674115456238361,0.389199255121043,0.512104283054004,0.865921787709497
conceicao do almeida,1190,59,324,124,637,46,448,890,536,0.686567164179104,0.337686567164179,0.419776119402985,0.983208955223881
posse,1542,88,482,179,752,41,661,807,536,0.701492537313433,0.391791044776119,0.5,0.942164179104478
presidente figueiredo,1559,60,416,154,788,141,570,751,536,0.791044776119403,0.291044776119403,0.565298507462687,0.912313432835821
entre rios,1219,68,353,127,614,57,480,888,535,0.68785046728972,0.407476635514019,0.42803738317757,0.983177570093458
agua doce,1080,38,294,91,644,13,385,816,534,0.49812734082397,0.294007490636704,0.441947565543071,0.99438202247191
jequitai,1123,53,407,164,484,15,571,693,533,0.786116322701689,0.420262664165103,0.49343339587242,1
faxinal dos guedes,1212,55,333,139,652,33,472,934,532,0.62218045112782,0.392857142857143,0.49812030075188,0.996240601503759
bady bassitt,1126,25,293,68,697,43,361,914,531,0.717514124293785,0.446327683615819,0.429378531073446,0.903954802259887
cruzeiro,1011,13,151,43,765,39,194,816,530,0.60188679245283,0.49622641509434,0.469811320754717,0.0547169811320755
nova esperanca,1188,27,313,140,658,50,453,909,530,0.737735849056604,0.464150943396226,0.511320754716981,0.805660377358491
rosario do catete,1266,35,214,94,848,75,308,997,530,0.852830188679245,0.337735849056604,0.437735849056604,0.99622641509434
cunha pora,1071,32,276,139,587,37,415,864,528,0.539772727272727,0.426136363636364,0.488636363636364,0.981060606060606
catuji,1130,85,351,151,509,34,502,775,527,0.430740037950664,0.442125237191651,0.510436432637571,0.971537001897533
goianinha,1088,30,246,107,624,81,353,880,527,0.764705882352941,0.371916508538899,0.514231499051233,0.407969639468691
joaquim gomes,965,49,189,155,524,48,344,756,526,0.395437262357414,0.338403041825095,0.376425855513308,0.880228136882129
engenheiro caldas,1099,71,357,178,467,26,535,775,523,0.554493307839388,0.48565965583174,0.533460803059274,0.996175908221797
santa rita de minas,1083,47,347,164,490,35,511,827,523,0.489483747609943,0.460803059273423,0.552581261950287,0.973231357552581
gurinhem,995,26,265,129,540,35,394,724,520,0.813461538461539,0.357692307692308,0.5,0.0942307692307692
miradouro,1049,48,385,88,503,25,473,733,520,0.271153846153846,0.357692307692308,0.498076923076923,1
cristal,1092,34,217,108,711,22,325,836,518,0.818532818532819,0.467181467181467,0.447876447876448,0.959459459459459
nova olinda,1270,81,256,131,769,33,387,836,517,0.765957446808511,0.340425531914894,0.423597678916828,0.998065764023211
sao jose do cerrito,1032,49,350,139,469,25,489,732,517,0.350096711798839,0.444874274661509,0.499032882011605,0.959381044487427
caravelas,1318,64,286,179,741,48,465,790,515,0.667961165048544,0.4,0.485436893203884,0.998058252427185
ico,1160,57,226,187,645,45,413,721,515,0.798058252427184,0.489320388349515,0.431067961165049,0.988349514563107
jaguaracu,1145,25,291,80,726,23,371,901,515,0.547572815533981,0.392233009708738,0.522330097087379,0.990291262135922
seberi,1113,40,295,85,667,26,380,864,515,0.712621359223301,0.349514563106796,0.483495145631068,1
ressaquinha,1085,30,356,85,579,35,441,764,513,0.541910331384016,0.374269005847953,0.454191033138402,0.927875243664717
cachoeira de pajeu,1094,67,195,87,711,34,282,845,512,0.6328125,0.4453125,0.5078125,0.974609375
picada cafe,908,19,262,73,545,9,335,758,509,0.343811394891945,0.31237721021611,0.585461689587426,0.972495088408644
messias,1146,63,227,210,566,80,437,864,507,0.428007889546351,0.351084812623274,0.479289940828402,0.930966469428008
palmeira das missoes,1103,34,335,69,648,17,404,752,506,0.543478260869565,0.349802371541502,0.49604743083004,0.988142292490119
cachoeira alta,1151,60,286,111,664,30,397,799,504,0.777777777777778,0.410714285714286,0.507936507936508,0.926587301587302
cruz das almas,1168,57,259,94,694,64,353,947,502,0.856573705179283,0.402390438247012,0.5199203187251,0.970119521912351
bento goncalves,1169,12,324,61,701,71,385,866,501,0.347305389221557,0.405189620758483,0.43313373253493,0.846307385229541
joaquim felicio,1321,74,431,177,610,29,608,806,501,0.802395209580838,0.365269461077844,0.485029940119761,0.984031936127744
onda verde,1053,14,255,75,672,37,330,852,501,0.784431137724551,0.359281437125749,0.419161676646707,0.874251497005988
encruzilhada,1180,41,206,59,830,43,265,900,497,0.720321931589537,0.404426559356137,0.571428571428571,1
jardim,1127,25,336,117,617,32,453,806,497,0.869215291750503,0.466800804828974,0.498993963782696,0.975855130784708
bocaiuva do sul,1070,24,315,179,499,53,494,772,493,0.184584178498986,0.403651115618661,0.525354969574036,0.955375253549696
palmeira dos indios,1188,41,331,157,574,85,488,815,490,0.842857142857143,0.442857142857143,0.502040816326531,0.989795918367347
capim grosso,1263,49,261,154,710,89,415,762,489,0.832310838445808,0.517382413087935,0.460122699386503,0.991820040899795
papanduva,1110,53,338,123,555,41,461,849,489,0.742331288343558,0.505112474437628,0.517382413087935,0.983640081799591
navirai,945,22,243,41,600,39,284,726,487,0.751540041067762,0.427104722792608,0.435318275154004,0.915811088295688
muitos capoes,870,23,254,69,502,22,323,630,486,0.294238683127572,0.395061728395062,0.495884773662552,0.989711934156379
iraucuba,1156,52,269,161,626,48,430,695,484,0.795454545454545,0.419421487603306,0.477272727272727,0.985537190082645
santa rita do sapucai,983,28,280,143,511,21,423,771,484,0.435950413223141,0.394628099173554,0.512396694214876,0.836776859504132
itapage,1055,59,233,182,489,92,415,763,481,0.621621621621622,0.405405405405405,0.528066528066528,0.979209979209979
paulo afonso,1097,34,240,134,652,37,374,678,480,0.689583333333333,0.427083333333333,0.516666666666667,0.985416666666667
comendador gomes,1190,47,243,79,797,24,322,740,479,0.747390396659708,0.409185803757829,0.459290187891441,0.92901878914405
jeremoabo,1182,62,281,138,608,92,419,631,478,0.426778242677824,0.332635983263598,0.47907949790795,0.985355648535565
sao lourenco do sul,1036,40,232,83,659,22,315,752,478,0.792887029288703,0.397489539748954,0.443514644351464,0.989539748953975
campestre da serra,871,23,230,71,532,15,301,600,477,0.266247379454927,0.364779874213836,0.488469601677149,0.989517819706499
campo do tenente,916,35,225,102,535,19,327,722,476,0.548319327731092,0.397058823529412,0.439075630252101,0.941176470588235
matipo,1071,50,326,123,545,27,449,745,473,0.54122621564482,0.456659619450317,0.547568710359408,0.997885835095137
santa vitoria do palmar,1023,47,278,86,591,21,364,627,471,0.912951167728238,0.526539278131635,0.492569002123142,0.993630573248408
cachoeirinha,1000,64,222,92,567,55,314,744,470,0.88936170212766,0.448936170212766,0.463829787234043,0.58936170212766
periquito,1053,77,295,152,517,12,447,740,470,0.551063829787234,0.397872340425532,0.485106382978723,0.997872340425532
urucuca,1002,44,235,60,633,30,295,626,470,0.453191489361702,0.336170212765957,0.465957446808511,0.993617021276596
maquine,907,31,225,90,544,17,315,698,469,0.658848614072495,0.415778251599147,0.50319829424307,0.575692963752665
sao joao do manhuacu,973,45,304,124,462,38,428,726,467,0.548179871520343,0.398286937901499,0.522483940042827,0.991434689507495
caico,1021,15,304,189,451,62,493,788,466,0.656652360515021,0.467811158798283,0.497854077253219,0.967811158798283
capela,1211,45,223,95,791,57,318,818,466,0.740343347639485,0.360515021459227,0.446351931330472,0.858369098712446
eldorado,985,32,228,87,594,44,315,739,465,0.843010752688172,0.41505376344086,0.479569892473118,0.993548387096774
jaguaribe,1071,49,261,135,586,40,396,641,465,0.81505376344086,0.468817204301075,0.449462365591398,0.980645161290323
irajuba,947,61,214,48,583,41,262,677,462,0.551948051948052,0.413419913419913,0.463203463203463,0.965367965367965
imbau,986,40,220,99,588,39,319,759,460,0.669565217391304,0.423913043478261,0.439130434782609,0.928260869565217
canas,929,19,170,59,637,44,229,778,458,0.982532751091703,0.554585152838428,0.467248908296943,0.0262008733624454
canoinhas,1012,13,309,86,565,39,395,797,458,0.61353711790393,0.395196506550218,0.46943231441048,0.986899563318777
ewbank da camara,914,22,260,51,571,10,311,721,458,0.493449781659389,0.336244541484716,0.506550218340611,0.949781659388646
cezarina,968,18,295,114,517,24,409,705,457,0.770240700218818,0.328227571115974,0.470459518599562,0.676148796498906
martins soares,981,39,316,135,461,30,451,727,457,0.509846827133479,0.420131291028446,0.485776805251641,0.967177242888403
sao joao da barra,1084,51,299,114,570,50,413,813,457,0.708971553610503,0.566739606126915,0.599562363238512,0.962800875273523
jaguarari,1255,65,300,108,718,64,408,684,456,0.87719298245614,0.49780701754386,0.480263157894737,0.995614035087719
butia,1034,38,212,124,635,25,336,768,455,0.901098901098901,0.461538461538462,0.496703296703297,0.993406593406593
conde,838,22,208,89,476,43,297,670,455,0.727472527472528,0.364835164835165,0.487912087912088,0.221978021978022
manoel vitorino,1016,45,229,72,621,49,301,724,455,0.67032967032967,0.347252747252747,0.498901098901099,0.978021978021978
lindoeste,1008,17,210,62,690,29,272,793,454,0.623348017621145,0.332599118942731,0.447136563876652,0.94273127753304
maracaju,1009,38,311,129,507,24,440,629,454,0.753303964757709,0.422907488986784,0.444933920704846,0.852422907488987
erval velho,958,26,259,59,601,13,318,695,453,0.536423841059603,0.384105960264901,0.439293598233996,0.995584988962472
assu,997,40,208,71,595,83,279,791,451,0.915742793791574,0.46119733924612,0.503325942350333,0.98669623059867
pirapora,941,48,353,146,361,33,499,672,451,0.716186252771619,0.52549889135255,0.470066518847007,0.988913525498891
santa rosa do sul,911,31,278,56,521,25,334,754,451,0.782705099778271,0.405764966740577,0.456762749445676,0.51219512195122
alfredo vasconcelos,982,43,333,118,468,20,451,666,450,0.488888888888889,0.404444444444444,0.526666666666667,0.824444444444444
nova erechim,1063,37,304,107,593,22,411,802,449,0.596881959910913,0.329621380846325,0.481069042316258,1
vila velha,1001,19,249,112,557,64,361,804,449,0.78173719376392,0.354120267260579,0.447661469933185,0.518930957683742
coronel vivida,1022,15,264,83,623,37,347,708,448,0.399553571428571,0.377232142857143,0.533482142857143,0.991071428571429
paulo frontin,844,40,213,63,501,27,276,696,447,0.498881431767338,0.36241610738255,0.436241610738255,0.914988814317674
abre campo,1029,31,281,171,513,33,452,728,446,0.396860986547085,0.394618834080717,0.495515695067265,0.988789237668161
conceicao do castelo,979,23,274,167,484,31,441,742,446,0.338565022421525,0.2847533632287,0.497757847533632,0.997757847533632
promissao,943,36,304,78,498,27,382,703,446,0.84304932735426,0.517937219730942,0.520179372197309,1
santa maria da boa vista,993,40,273,94,558,28,367,577,445,0.892134831460674,0.498876404494382,0.469662921348315,0.986516853932584
bicas,911,23,300,96,468,24,396,682,441,0.551020408163265,0.349206349206349,0.473922902494331,0.997732426303855
cariri do tocantins,986,52,252,138,512,32,390,691,441,0.863945578231293,0.421768707482993,0.53968253968254,0.963718820861678
candido sales,1043,47,192,69,693,42,261,775,438,0.82648401826484,0.358447488584475,0.490867579908676,0.990867579908676
augusto de lima,1050,45,282,159,533,31,441,744,437,0.954233409610984,0.359267734553776,0.512585812356979,0.970251716247139
belem de sao francisco,950,48,277,83,507,35,360,575,436,0.809633027522936,0.440366972477064,0.477064220183486,0.979357798165138
caridade,993,29,270,121,538,35,391,631,436,0.752293577981651,0.373853211009174,0.488532110091743,0.979357798165138
altamira,1087,48,398,90,498,53,488,715,435,0.763218390804598,0.416091954022988,0.517241379310345,0.947126436781609
paracambi,731,23,118,19,543,28,137,618,435,0.519540229885057,0.370114942528736,0.429885057471264,0.163218390804598
entre ijuis,947,28,245,64,606,4,309,662,433,0.63972286374134,0.302540415704388,0.482678983833718,0.986143187066975
inga,815,27,261,90,409,28,351,546,432,0.652777777777778,0.409722222222222,0.5,0.134259259259259
delta,822,13,225,46,511,27,271,656,431,0.897911832946636,0.417633410672854,0.464037122969838,0.0464037122969838
aparecida do taboado,1043,54,299,162,504,24,461,690,429,0.75990675990676,0.459207459207459,0.477855477855478,0.967365967365967
governador mangabeira,1001,59,231,110,535,66,341,809,426,0.725352112676056,0.335680751173709,0.47887323943662,0.896713615023474
padre paraiso,972,54,339,120,427,32,459,658,426,0.389671361502347,0.406103286384977,0.530516431924883,0.962441314553991
junqueiro,968,53,220,109,525,61,329,694,425,0.517647058823529,0.348235294117647,0.498823529411765,0.865882352941176
ocaucu,819,18,221,42,508,30,263,634,423,0.595744680851064,0.434988179669031,0.501182033096927,0.976359338061466
alvorada,1130,61,302,170,574,23,472,630,422,0.798578199052133,0.35781990521327,0.511848341232227,0.888625592417062
itaiopolis,957,51,254,116,501,35,370,724,421,0.821852731591449,0.475059382422803,0.508313539192399,0.990498812351544
campanario,946,51,247,118,506,24,365,679,420,0.745238095238095,0.385714285714286,0.447619047619048,0.988095238095238
contenda,843,33,239,101,423,47,340,645,420,0.535714285714286,0.438095238095238,0.480952380952381,0.80952380952381
cardoso moreira,793,37,282,61,402,11,343,550,415,0.404819277108434,0.387951807228916,0.479518072289157,0.995180722891566
santana da boa vista,620,20,125,56,401,18,181,532,415,0.197590361445783,0.339759036144578,0.421686746987952,0.918072289156627
sao desiderio,1324,143,370,128,634,49,498,624,414,0.768115942028986,0.415458937198068,0.485507246376812,0.990338164251208
boa viagem,907,46,284,154,378,45,438,613,413,0.837772397094431,0.508474576271186,0.527845036319613,0.987893462469734
tabai,875,22,182,58,601,12,240,698,413,0.723970944309927,0.346246973365617,0.476997578692494,0.588377723970944
sobrado,779,31,208,80,419,41,288,564,412,0.779126213592233,0.37378640776699,0.533980582524272,0.0194174757281553
buriti dos lopes,803,46,217,117,381,42,334,544,409,0.623471882640587,0.442542787286064,0.488997555012225,0.985330073349633
