municipio;cluster;uf;pessoas;mortos;feridos_leves;feridos_graves;ilesos;feridos;freq
pocoes;3;uf;1457;68;346;112;867;458;625
pocone;3;uf;1530;71;334;173;922;507;775
pocos de caldas;3;uf;1758;38;522;177;978;699;855
pocrane;4;uf;50;0;20;10;20;30;21
pojuca;4;uf;17;0;9;1;7;10;7
pombal;3;uf;1699;72;541;262;697;803;800
pombos;3;uf;1646;73;324;184;951;508;750
pomerode;4;uf;4;0;0;0;4;0;2
pompeu;4;uf;2;0;1;1;0;2;2
ponta grossa;1;uf;11248;294;2590;854;7075;3444;5088
ponta pora;3;uf;2592;66;616;269;1563;885;1004
pontal do araguaia;4;uf;49;0;17;2;27;19;19
pontalina;4;uf;12;0;1;0;10;1;6
ponte alta;3;uf;2191;60;586;193;1287;779;1194
ponte alta do norte;4;uf;614;26;190;41;335;231;326
ponte serrada;3;uf;2363;86;654;256;1329;910;1063
pontes e lacerda;3;uf;2293;78;567;237;1351;804;946
ponto dos volantes;3;uf;843;56;246;104;409;350;387
ponto novo;4;uf;555;60;102;60;297;162;214
porangatu;3;uf;2439;116;661;263;1326;924;1017
porteirao;4;uf;39;3;4;5;26;9;20
portelandia;4;uf;374;37;115;44;169;159;143
porto acre;4;uf;86;4;24;15;36;39;35
porto alegre;1;uf;15750;144;2488;458;12206;2946;7501
porto alegre do norte;4;uf;14;0;2;0;12;2;2
porto amazonas;4;uf;480;13;128;33;293;161;229
porto belo;3;uf;2802;25;681;149;1852;830;1524
porto esperidiao;4;uf;654;35;207;58;331;265;274
porto franco;3;uf;1221;63;323;116;657;439;548
porto grande;3;uf;1025;40;329;155;456;484;365
porto murtinho;4;uf;178;8;70;25;71;95;86
porto real;3;uf;1958;38;256;62;1513;318;998
porto real do colegio;3;uf;1349;60;292;129;771;421;625
porto seguro;3;uf;3669;103;787;328;2298;1115;1530
porto uniao;4;uf;188;7;56;19;94;75;82
porto velho;2;uf;31975;378;7503;2165;20390;9668;13101
porto vitoria;4;uf;1189;30;243;88;796;331;548
porto xavier;4;uf;125;11;37;21;56;58;49
posse;3;uf;1542;88;482;179;752;661;536
pouso alegre;5;uf;6598;90;1657;521;4087;2178;3299
pouso alto;3;uf;2017;33;580;116;1249;696;1004
pouso novo;3;uf;1543;52;370;102;995;472;816
pouso redondo;5;uf;6597;175;1828;538;3878;2366;3092
poxoreo;4;uf;364;17;108;29;202;137;178
pracuuba;4;uf;24;2;5;1;14;6;9
prado;4;uf;34;2;10;5;16;15;18
pranchita;4;uf;419;11;100;53;242;153;181
prata;3;uf;3061;137;676;267;1910;943;1401
presidente castelo branco;4;uf;614;8;160;57;369;217;278
presidente dutra;4;uf;98;17;27;16;35;43;45
presidente figueiredo;3;uf;1559;60;416;154;788;570;536
presidente getulio;4;uf;2;0;0;0;2;0;1
presidente juscelino;4;uf;2;0;0;0;1;0;1
presidente kennedy;4;uf;378;18;73;50;227;123;167
presidente kennedy;4;uf;378;18;73;50;227;123;167
presidente medici;3;uf;2311;103;639;268;1253;907;1005
presidente medici;3;uf;2311;103;639;268;1253;907;1005
presidente olegario;4;uf;4;0;2;0;2;2;3
presidente tancredo neves;3;uf;996;96;212;143;469;355;362
presidente vargas;4;uf;23;5;7;1;8;8;12
primavera;4;uf;1;0;0;0;1;0;1
primavera do leste;3;uf;2905;62;787;277;1709;1064;1284
primeira cruz;4;uf;10;2;5;1;1;6;4
professor jamil;3;uf;2245;43;584;173;1390;757;1153
promissao;4;uf;943;36;304;78;498;382;446
propria;4;uf;483;17;106;32;312;138;224
prudentopolis;3;uf;2403;119;690;266;1249;956;1077
pugmil;4;uf;551;24;135;81;284;216;218
puxinana;4;uf;3;0;1;1;1;2;2
quarai;4;uf;149;9;43;24;70;67;66
quatro barras;3;uf;1312;36;352;81;772;433;688
quatro irmaos;4;uf;7;1;0;1;5;1;3
quatro pontes;4;uf;385;5;71;26;273;97;140
quebrangulo;4;uf;3;0;2;0;1;2;1
queimadas;3;uf;2079;57;513;268;1101;781;962
queimados;3;uf;3382;119;615;226;2212;841;1646
queluz;4;uf;1629;28;288;62;1200;350;911
querencia;4;uf;4;0;1;3;0;4;1
quijingue;4;uf;168;14;59;19;70;78;51
quipapa;4;uf;306;10;102;37;141;139;143
quirinopolis;4;uf;2;0;0;0;2;0;1
quissama;4;uf;136;13;28;14;74;42;56
quitandinha;3;uf;1409;60;347;177;753;524;661
quixaba;4;uf;314;23;78;39;164;117;124
quixabeira;4;uf;8;0;1;2;5;3;1
rafael fernandes;4;uf;129;16;34;43;27;77;55
rafael jambeiro;3;uf;1663;88;382;112;1019;494;711
ramilandia;4;uf;2;0;0;0;2;0;1
rancho alegre doeste;4;uf;2;2;0;0;0;0;1
rancho queimado;3;uf;2530;66;742;260;1418;1002;1335
raul soares;4;uf;1;0;0;0;1;0;1
realeza;4;uf;456;6;97;32;316;129;172
reboucas;4;uf;338;10;104;59;136;163;171
recife;1;uf;29322;237;4155;1109;22245;5264;12691
redencao;4;uf;73;3;28;11;30;39;30
redencao do gurgueia;4;uf;214;21;62;19;109;81;55
reduto;4;uf;775;34;264;95;352;359;361
regeneracao;4;uf;130;9;46;28;43;74;51
registro;5;uf;5267;106;1300;310;3293;1610;2800
remanso;4;uf;3;0;0;1;0;1;2
remigio;4;uf;528;24;139;119;216;258;237
resende;5;uf;7272;129;1114;294;5419;1408;3689
ressaquinha;4;uf;1085;30;356;85;579;441;513
riachao;4;uf;425;35;113;56;191;169;201
riachao;4;uf;425;35;113;56;191;169;201
riachao das neves;3;uf;957;58;320;71;464;391;365
riachao do bacamarte;4;uf;492;26;158;55;236;213;285
riachao do jacuipe;3;uf;964;74;208;148;462;356;371
riachao do poco;4;uf;237;13;63;28;118;91;132
riacho de santana;4;uf;28;5;3;7;12;10;11
riachuelo;4;uf;462;30;100;60;252;160;234
rialma;3;uf;1849;106;506;270;908;776;742
rianapolis;4;uf;972;23;211;138;581;349;389
ribamar fiquene;4;uf;594;44;173;80;249;253;199
ribas do rio pardo;3;uf;2203;90;567;245;1228;812;899
ribeira do amparo;4;uf;98;9;21;16;43;37;42
ribeira do piaui;4;uf;2;0;0;0;2;0;2
ribeira do pombal;3;uf;1628;71;436;197;831;633;656
ribeirao;4;uf;760;35;175;106;406;281;399
ribeirao cascalheira;4;uf;410;35;152;52;157;204;181
ribeirao das neves;5;uf;8769;117;2039;821;5489;2860;3798
ribeirao do sul;4;uf;101;2;30;8;58;38;45
ribeirao vermelho;4;uf;467;4;83;10;367;93;271
ribeiropolis;4;uf;2;0;0;1;1;1;1
rio azul;4;uf;248;9;77;39;111;116;127
rio bonito;5;uf;5734;150;995;438;3957;1433;2708
rio bonito do iguacu;4;uf;405;23;158;40;172;198;185
rio branco;5;uf;8491;116;2342;819;4865;3161;3539
rio branco do sul;4;uf;28;5;9;3;11;12;13
rio brilhante;3;uf;2582;70;654;276;1528;930;1082
rio casca;3;uf;1667;34;411;172;991;583;830
rio crespo;4;uf;62;2;8;1;45;9;25
rio das flores;4;uf;16;0;3;1;10;4;8
rio das ostras;4;uf;604;23;114;68;375;182;308
rio das pedras;4;uf;1;0;0;0;1;0;1
rio de janeiro;1;uf;17834;155;2654;495;13679;3149;7752
rio do fogo;4;uf;140;7;34;35;55;69;64
rio do sul;5;uf;8427;101;1801;429;5837;2230;3895
rio dos bois;4;uf;781;43;204;85;429;289;333
rio grande;5;uf;7229;142;1452;394;4995;1846;3552
rio largo;3;uf;2629;104;515;438;1364;953;1124
rio manso;4;uf;434;8;85;18;315;103;225
rio maria;4;uf;32;1;8;0;22;8;13
rio negrinho;5;uf;4488;43;1179;365;2805;1544;2022
rio negro;4;uf;1277;30;306;96;785;402;645
rio novo do sul;3;uf;2560;81;579;243;1554;822;1255
rio pardo;3;uf;1844;43;468;155;1133;623;852
rio piracicaba;4;uf;6;0;3;0;2;3;4
rio preto;4;uf;4;0;3;0;1;3;1
rio preto da eva;4;uf;5;0;3;0;2;3;3
rio real;4;uf;732;59;169;82;368;251;348
rio rufino;4;uf;7;0;2;1;4;3;4
rio tinto;4;uf;29;0;15;2;11;17;17
rio verde;5;uf;7394;147;1682;576;4700;2258;3416
rio verde de mato grosso;3;uf;2593;77;611;259;1566;870;1103
rio vermelho;4;uf;1;0;0;0;1;0;1
roca sales;4;uf;2;0;0;0;2;0;1
rodeio;3;uf;1672;35;578;172;845;750;761
rodolfo fernandes;4;uf;19;0;8;2;9;10;6
rolandia;3;uf;2414;35;627;278;1345;905;1056
romaria;4;uf;333;7;107;42;167;149;146
roncador;4;uf;8;2;4;2;0;6;2
rondolandia;4;uf;2;0;2;0;0;2;1
rondon do para;4;uf;315;18;99;55;117;154;114
rondonopolis;5;uf;8057;166;1758;520;5460;2278;3725
roque gonzales;4;uf;211;19;85;31;74;116;71
rorainopolis;4;uf;451;46;174;50;96;224;123
rosario;4;uf;259;24;50;50;115;100;104
rosario do catete;4;uf;1266;35;214;94;848;308;530
rosario do sul;3;uf;2303;55;478;182;1561;660;798
rosario oeste;3;uf;2193;71;438;153;1496;591;1173
roseira;4;uf;1216;31;232;55;811;287;624
rubelita;4;uf;5;0;3;0;2;3;2
ruropolis;4;uf;57;5;17;5;27;22;25
russas;3;uf;1897;94;396;271;1050;667;879
ruy barbosa;4;uf;338;18;87;18;202;105;142
sabara;1;uf;10979;228;2177;1290;7080;3467;4656
sacramento;4;uf;370;24;94;40;205;134;143
sagrada familia;4;uf;92;3;24;8;57;32;41
saire;4;uf;452;15;113;44;241;157;233
saldanha marinho;4;uf;397;9;96;28;258;124;214
salgueiro;3;uf;2825;132;765;322;1455;1087;1295
salinas;3;uf;1371;106;402;144;680;546;606
saloa;4;uf;200;21;43;41;84;84;115
salto grande;4;uf;210;7;76;14;105;90;96
salvador;1;uf;15000;197;2569;498;10868;3067;6456
salvador das missoes;4;uf;71;4;26;11;30;37;33
salvador do sul;4;uf;69;0;21;11;31;32;34
sambaiba;4;uf;7;0;1;0;5;1;5
sangao;3;uf;2188;46;680;204;1186;884;1142
sanharo;4;uf;546;45;130;66;275;196;212
santa barbara;3;uf;1353;88;306;173;694;479;568
santa barbara;3;uf;1353;88;306;173;694;479;568
santa barbara do leste;4;uf;739;35;245;88;359;333;366
santa barbara do sul;4;uf;409;25;112;36;234;148;181
santa barbara do tugurio;4;uf;1;0;1;0;0;1;1
santa brigida;4;uf;199;10;47;26;103;73;94
santa carmem;4;uf;7;0;1;1;5;2;3
santa cecilia;3;uf;2237;70;564;220;1319;784;1124
santa cruz;3;uf;901;53;224;150;415;374;392
santa cruz cabralia;4;uf;2;1;0;0;1;0;1
santa cruz de salinas;4;uf;256;16;84;27;123;111;119
santa cruz do capibaribe;4;uf;1;0;1;0;0;1;1
santa cruz do sul;3;uf;2698;37;725;274;1590;999;1134
santa cruz do xingu;4;uf;1;0;0;0;1;0;1
santa efigenia de minas;4;uf;1;0;0;0;1;0;1
santa fe de goias;4;uf;23;2;5;9;7;14;6
santa filomena;4;uf;10;2;6;0;2;6;4
santa helena;4;uf;1;1;0;0;0;0;1
santa helena de goias;4;uf;262;6;53;19;177;72;121
santa ines;3;uf;1950;109;371;283;1058;654;922
santa ines;3;uf;1950;109;371;283;1058;654;922
santa isabel;3;uf;3140;58;527;106;2294;633;1697
santa isabel do para;3;uf;2032;53;435;197;1229;632;1004
santa izabel do para;4;uf;314;15;102;41;142;143;146
santa juliana;4;uf;457;31;139;71;209;210;191
santa lucia;4;uf;780;16;168;38;536;206;353
santa luz;4;uf;89;7;21;7;52;28;36
santa luzia;3;uf;1700;106;433;237;821;670;758
santa luzia;3;uf;1700;106;433;237;821;670;758
santa luzia;3;uf;1700;106;433;237;821;670;758
santa luzia;3;uf;1700;106;433;237;821;670;758
santa luzia do itanhy;4;uf;673;50;152;87;350;239;319
santa luzia do norte;4;uf;4;0;0;1;3;1;2
santa luzia do para;4;uf;348;37;95;41;147;136;156
santa luzia do parua;4;uf;177;16;57;32;64;89;71
santa margarida;4;uf;22;2;5;3;11;8;11
santa margarida do sul;4;uf;468;10;94;39;317;133;186
santa maria;1;uf;15371;190;3347;901;10458;4248;6918
santa maria;1;uf;15371;190;3347;901;10458;4248;6918
santa maria da boa vista;4;uf;993;40;273;94;558;367;445
santa maria das barreiras;4;uf;22;2;3;4;12;7;9
santa maria de itabira;4;uf;4;1;0;1;1;1;1
santa maria de jetiba;4;uf;2;0;0;1;1;1;1
santa maria do oeste;4;uf;3;0;1;0;2;1;2
santa maria do para;3;uf;2648;125;468;294;1587;762;1103
santa maria madalena;4;uf;8;1;1;2;4;3;4
santa mariana;4;uf;643;31;164;82;346;246;248
santa quiteria do maranhao;4;uf;1;0;0;1;0;1;1
santa rita;5;uf;6719;214;1777;755;3597;2532;3290
santa rita;5;uf;6719;214;1777;755;3597;2532;3290
santa rita de caldas;4;uf;407;21;131;59;185;190;232
santa rita de cassia;4;uf;64;6;16;0;42;16;26
santa rita de minas;3;uf;1083;47;347;164;490;511;523
santa rita do araguaia;4;uf;503;13;114;46;316;160;236
santa rita do novo destino;4;uf;194;9;63;39;77;102;93
santa rita do sapucai;4;uf;983;28;280;143;511;423;484
santa rita do tocantins;4;uf;378;37;97;51;176;148;156
santa rosa;4;uf;722;41;225;103;341;328;266
santa rosa de goias;4;uf;1;0;1;0;0;1;1
santa rosa do sul;4;uf;911;31;278;56;521;334;451
santa teresinha;3;uf;951;65;212;118;493;330;383
santa teresinha;3;uf;951;65;212;118;493;330;383
santa tereza de goias;4;uf;813;33;231;96;427;327;351
santa tereza do oeste;3;uf;1694;59;481;168;888;649;692
santa terezinha;4;uf;5;0;1;3;1;4;1
santa terezinha de itaipu;3;uf;2307;45;571;181;1425;752;995
santa vitoria;4;uf;174;9;55;25;79;80;87
santa vitoria do palmar;3;uf;1023;47;278;86;591;364;471
santana;4;uf;30;2;7;4;17;11;11
santana da boa vista;4;uf;620;20;125;56;401;181;415
santana de pirapama;4;uf;6;0;1;1;4;2;2
santana do araguaia;4;uf;2;0;0;0;2;0;1
santana do ipanema;4;uf;832;33;221;148;385;369;342
santana do livramento;3;uf;2759;38;693;218;1763;911;1159
santana do matos;4;uf;4;0;1;0;3;1;2
santana do paraiso;3;uf;1931;62;549;203;1093;752;793
santana dos garrotes;4;uf;6;2;1;2;1;3;3
santarem;5;uf;3769;79;1366;426;1700;1792;1564
santarem;5;uf;3769;79;1366;426;1700;1792;1564
santiago;4;uf;1461;28;287;91;1024;378;605
santo amaro;4;uf;139;2;39;6;89;45;67
santo amaro da imperatriz;3;uf;1570;32;444;162;888;606;708
santo amaro das brotas;4;uf;8;0;1;0;7;1;4
santo amaro do maranhao;4;uf;9;4;2;3;0;5;5
santo angelo;4;uf;52;0;11;6;35;17;26
santo antonio da barra;4;uf;701;43;197;66;381;263;304
santo antonio da patrulha;3;uf;4204;47;1039;204;2832;1243;2212
santo antonio da platina;3;uf;1910;46;495;128;1160;623;837
santo antonio das missoes;4;uf;634;10;122;43;445;165;288
santo antonio de goias;4;uf;7;0;1;1;3;2;5
santo antonio de jesus;3;uf;2110;56;573;248;1152;821;943
santo antonio de lisboa;4;uf;163;13;21;25;97;46;56
santo antonio do amparo;5;uf;4751;88;1352;243;2986;1595;2979
santo antonio do descoberto;3;uf;1256;38;314;120;704;434;681
santo antonio do grama;4;uf;431;19;127;57;219;184;235
santo antonio do leverger;3;uf;3636;85;533;247;2703;780;1834
santo antonio do planalto;4;uf;386;18;105;29;226;134;170
santo antonio do rio abaixo;4;uf;3;0;1;0;2;1;3
santo antonio do sudoeste;4;uf;790;18;232;53;446;285;320
santo antonio dos lopes;4;uf;83;10;11;10;47;21;42
santo augusto;4;uf;63;1;26;9;26;35;28
santo cristo;4;uf;347;18;122;51;148;173;136
santo estevao;3;uf;2493;102;486;255;1479;741;1052
santos dumont;3;uf;3412;88;1088;231;1919;1319;1979
sao bentinho;4;uf;40;2;15;14;4;29;12
sao bento;4;uf;13;1;4;1;5;5;5
sao bento de pombal;4;uf;189;7;62;20;93;82;94
sao bento do sul;3;uf;1473;20;517;143;770;660;761
sao bento do tocantins;4;uf;27;3;4;9;7;13;11
sao bernardo do campo;4;uf;2;0;1;1;0;2;1
sao bonifacio;4;uf;4;0;0;0;4;0;1
sao borja;3;uf;1836;49;401;99;1249;500;828
sao bras;4;uf;3;0;2;0;1;2;1
sao caitano;3;uf;2167;87;429;222;1288;651;941
sao cristovao;3;uf;2342;69;456;161;1534;617;1037
sao cristovao do sul;3;uf;2575;71;682;209;1552;891;1372
sao desiderio;3;uf;1324;143;370;128;634;498;414
sao domingos;4;uf;20;2;8;3;7;11;8
sao domingos;4;uf;20;2;8;3;7;11;8
sao domingos;4;uf;20;2;8;3;7;11;8
sao domingos;4;uf;20;2;8;3;7;11;8
sao domingos;4;uf;20;2;8;3;7;11;8
sao domingos de pombal;4;uf;5;0;1;1;3;2;4
sao domingos do araguaia;4;uf;387;36;112;29;191;141;168
sao domingos do azeitao;4;uf;192;19;42;29;89;71;96
sao domingos do capim;4;uf;26;2;5;0;19;5;11
sao domingos do maranhao;4;uf;23;7;4;4;5;8;10
sao domingos do prata;3;uf;1823;81;482;221;986;703;915
sao felix;4;uf;1;0;0;0;1;0;1
sao felix de balsas;4;uf;57;7;14;4;30;18;30
sao felix do araguaia;4;uf;4;0;1;1;2;2;3
sao felix do coribe;4;uf;9;8;0;0;1;0;1
sao fernando;4;uf;4;0;0;1;1;1;2
sao francisco;4;uf;270;9;64;33;142;97;120
sao francisco;4;uf;270;9;64;33;142;97;120
sao francisco de assis do piaui;4;uf;2;0;0;0;2;0;2
sao francisco de goias;4;uf;684;21;163;100;382;263;296
sao francisco de paula;4;uf;113;2;23;4;83;27;59
sao francisco do brejao;4;uf;116;5;11;4;95;15;34
sao francisco do conde;4;uf;1;0;1;0;0;1;1
sao francisco do gloria;4;uf;706;17;218;63;392;281;332
sao francisco do guapore;4;uf;8;0;4;1;3;5;4
sao francisco do maranhao;4;uf;4;0;0;0;4;0;1
sao francisco do oeste;4;uf;85;16;21;16;22;37;41
sao francisco do para;4;uf;584;38;105;66;328;171;229
sao francisco do piaui;4;uf;39;3;9;2;16;11;21
sao francisco do sul;3;uf;2785;36;716;326;1623;1042;1296
sao gabriel;3;uf;1388;43;301;81;942;382;567
sao gabriel da palha;4;uf;2;0;0;0;2;0;1
sao gabriel do oeste;3;uf;2078;49;489;175;1308;664;922
sao geraldo do araguaia;4;uf;69;15;13;7;18;20;29
sao goncalo;1;uf;13634;244;2471;628;9689;3099;6193
sao goncalo do abaete;3;uf;1688;60;515;177;897;692;781
sao goncalo do amarante;5;uf;6318;109;1048;616;4188;1664;2824
sao goncalo do amarante;5;uf;6318;109;1048;616;4188;1664;2824
sao goncalo do gurgueia;4;uf;21;2;5;2;12;7;14
sao goncalo do para;4;uf;279;10;97;36;132;133;154
sao goncalo do piaui;4;uf;46;2;30;7;4;37;10
sao goncalo do rio abaixo;5;uf;5595;191;1645;699;2933;2344;2576
sao goncalo do sapucai;3;uf;3383;55;1073;226;1933;1299;1929
sao goncalo dos campos;4;uf;870;35;256;86;472;342;339
sao jeronimo;4;uf;44;1;5;2;35;7;22
sao joao;4;uf;251;7;58;24;143;82;111
sao joao batista;4;uf;2;0;0;0;1;0;1
sao joao da baliza;4;uf;5;1;2;0;2;2;2
sao joao da barra;3;uf;1084;51;299;114;570;413;457
sao joao da fronteira;4;uf;207;11;38;25;128;63;122
sao joao da varjota;4;uf;175;17;38;23;83;61;91
sao joao de meriti;5;uf;10521;94;1376;227;8186;1603;4527
sao joao de meriti;5;uf;10521;94;1376;227;8186;1603;4527
sao joao do araguaia;4;uf;227;23;60;22;109;82;96
sao joao do cariri;4;uf;199;17;76;24;75;100;95
sao joao do jaguaribe;4;uf;30;4;7;4;15;11;10
sao joao do manhuacu;3;uf;973;45;304;124;462;428;467
sao joao do piaui;4;uf;2;0;1;0;1;1;1
sao joao do rio do peixe;4;uf;281;26;64;66;102;130;145
sao joao do soter;4;uf;2;1;0;0;1;0;1
sao joao do sul;4;uf;490;10;143;26;298;169;268
sao joao dos patos;4;uf;231;27;55;29;105;84;121
sao joao nepomuceno;4;uf;2;0;1;0;1;1;2
sao joaquim de bicas;3;uf;1918;37;411;108;1281;519;942
sao jose;2;uf;44027;191;8828;1928;31326;10756;20102
sao jose da laje;4;uf;613;33;145;131;273;276;299
sao jose da vitoria;3;uf;1571;65;393;140;924;533;788
sao jose das missoes;4;uf;257;14;77;27;134;104;126
sao jose de espinharas;4;uf;92;5;33;14;33;47;42
sao jose de mipibu;3;uf;2471;58;585;227;1453;812;1263
sao jose de piranhas;4;uf;9;0;4;2;1;6;3
sao jose de ribamar;4;uf;2;0;2;0;0;2;1
sao jose do belmonte;4;uf;199;17;35;19;115;54;88
sao jose do cedro;4;uf;886;23;238;76;530;314;366
sao jose do cerrito;3;uf;1032;49;350;139;469;489;517
sao jose do goiabal;4;uf;13;0;1;1;11;2;7
sao jose do herval;4;uf;731;27;170;71;438;241;356
sao jose do inhacora;4;uf;7;1;2;1;3;3;4
sao jose do jacuipe;4;uf;395;22;51;36;184;87;103
sao jose do norte;4;uf;30;10;1;9;10;10;10
sao jose do ouro;4;uf;7;0;2;0;5;2;3
sao jose do rio pardo;4;uf;2;0;0;0;2;0;1
sao jose do rio preto;1;uf;11216;134;2574;525;7588;3099;5074
sao jose do sul;4;uf;92;5;33;12;42;45;48
sao jose do vale do rio preto;4;uf;14;0;7;0;6;7;5
sao jose dos ausentes;4;uf;66;2;25;7;23;32;27
sao jose dos campos;1;uf;23387;204;3339;639;17757;3978;9805
sao jose dos pinhais;1;uf;22301;361;4322;1347;15197;5669;10670
sao juliao;4;uf;36;1;4;4;23;8;20
sao leopoldo;1;uf;16370;98;2134;410;13352;2544;7528
sao lourenco;4;uf;399;7;161;34;186;195;202
sao lourenco da mata;3;uf;1865;56;457;157;1072;614;846
sao lourenco da serra;3;uf;3302;103;624;211;2155;835;1727
sao lourenco do sul;4;uf;1036;40;232;83;659;315;478
sao luis;1;uf;11417;173;1498;1117;8042;2615;5183
sao luis do curu;4;uf;562;29;148;81;281;229;240
sao luis gonzaga do maranhao;4;uf;16;1;3;0;11;3;10
sao luiz;4;uf;11;3;5;0;1;5;5
sao luiz do norte;4;uf;916;36;213;129;518;342;344
sao luiz gonzaga;3;uf;1445;69;445;112;786;557;569
sao mamede;4;uf;493;31;140;45;261;185;195
sao marcos;4;uf;1285;12;335;101;806;436;689
sao martinho;4;uf;57;0;16;4;36;20;21
sao mateus;5;uf;6557;122;1521;675;3932;2196;2923
sao mateus do maranhao;4;uf;529;47;111;80;256;191;228
sao mateus do sul;3;uf;2380;62;551;193;1485;744;1054
sao miguel da baixa grande;4;uf;4;0;0;3;1;3;2
sao miguel das matas;4;uf;5;0;1;0;4;1;2
sao miguel das missoes;4;uf;84;1;20;6;57;26;43
sao miguel de taipu;4;uf;646;13;212;80;322;292;386
sao miguel do araguaia;4;uf;51;11;7;21;10;28;18
sao miguel do guama;4;uf;604;57;128;82;283;210;237
sao miguel do guapore;4;uf;19;0;7;5;7;12;11
sao miguel do iguacu;3;uf;3327;89;912;292;1886;1204;1564
sao miguel do oeste;4;uf;590;1;176;51;323;227;247
sao miguel doeste;3;uf;1348;32;346;124;793;470;614
sao miguel dos campos;3;uf;2769;71;597;244;1698;841;1207
sao paulo;1;uf;15791;243;3372;588;10549;3960;7878
sao paulo das missoes;4;uf;2;0;0;0;2;0;1
sao paulo do potengi;4;uf;12;1;3;0;7;3;7
sao pedro;4;uf;198;15;62;27;88;89;84
sao pedro da cipa;4;uf;488;14;71;48;344;119;223
sao pedro da serra;4;uf;13;0;7;0;5;7;7
sao pedro das missoes;4;uf;14;2;7;1;3;8;6
sao pedro de alcantara;4;uf;2;0;1;0;1;1;1
sao pedro do butia;4;uf;103;4;31;19;48;50;44
sao pedro do piaui;4;uf;153;25;42;27;46;69;72
sao pedro do sul;4;uf;676;25;202;56;382;258;322
sao pedro do turvo;4;uf;241;9;37;22;165;59;113
sao pedro dos ferros;4;uf;3;0;3;0;0;3;1
sao rafael;4;uf;2;0;1;0;1;1;1
sao raimundo das mangabeiras;4;uf;357;36;119;57;132;176;156
sao raimundo nonato;4;uf;44;3;35;5;0;40;3
sao sebastiao;3;uf;1195;80;266;134;651;400;559
sao sebastiao da bela vista;3;uf;2479;46;721;183;1455;904;1184
sao sebastiao de lagoa de  roca;4;uf;51;2;12;9;18;21;18
sao sebastiao de lagoa de roca;4;uf;307;8;80;42;158;122;142
sao sebastiao do paraiso;4;uf;1;0;1;0;0;1;1
sao sebastiao do passe;5;uf;6070;107;1537;250;3860;1787;2921
sao sepe;3;uf;1273;48;360;120;705;480;669
sao simao;4;uf;734;24;197;53;438;250;329
sao tome;4;uf;5;0;4;1;0;5;1
sao vicente;4;uf;69;2;25;11;29;36;31
sao vicente do sul;4;uf;668;32;180;53;398;233;260
sapeacu;4;uf;396;22;81;62;214;143;173
sapezal;4;uf;14;4;4;3;3;7;7
sapucaia;5;uf;5079;134;1199;365;3243;1564;2445
sapucaia;5;uf;5079;134;1199;365;3243;1564;2445
sapucaia do sul;3;uf;4508;30;548;114;3680;662;2117
sarandi;5;uf;6268;86;1263;332;4359;1595;2703
sarandi;5;uf;6268;86;1263;332;4359;1595;2703
satiro dias;4;uf;4;1;0;0;3;0;3
satuba;3;uf;1893;43;492;247;983;739;774
satubinha;4;uf;23;2;4;1;15;5;18
saudade do iguacu;4;uf;206;4;82;26;90;108;94
saudades;4;uf;453;14;115;56;254;171;242
seabra;3;uf;1722;68;490;146;942;636;649
sebastiao leal;4;uf;5;0;1;2;2;3;2
seberi;4;uf;1113;40;295;85;667;380;515
selviria;4;uf;229;5;80;28;112;108;115
sena madureira;4;uf;545;27;145;75;264;220;195
senador alexandre costa;4;uf;22;3;7;2;6;9;10
senador eloi de souza;4;uf;118;17;24;19;47;43;53
senador georgino avelino;4;uf;4;0;2;0;2;2;3
senador guiomard;4;uf;561;25;155;84;266;239;233
senador jose bento;4;uf;412;14;152;44;193;196;239
senador pompeu;4;uf;5;2;1;2;0;3;2
senhor do bonfim;3;uf;1958;71;462;180;1119;642;704
sentinela do sul;4;uf;184;6;50;15;108;65;80
sericita;4;uf;2;0;0;1;1;1;1
seringueiras;4;uf;9;1;3;2;3;5;6
seritinga;4;uf;232;7;86;17;117;103;145
seropedica;5;uf;6817;122;1178;457;4673;1635;3261
serra;2;uf;38865;386;5287;3124;27859;8411;17338
serra branca;4;uf;166;24;43;38;54;81;71
serra caiada;4;uf;274;28;67;36;127;103;120
serra do navio;4;uf;10;0;3;4;3;7;4
serra negra do norte;4;uf;109;12;29;17;41;46;59
serra nova dourada;4;uf;3;0;0;3;0;3;1
serra talhada;5;uf;3246;105;1039;489;1435;1528;1386
serrinha;3;uf;1278;98;252;164;673;416;539
serrinha;3;uf;1278;98;252;164;673;416;539
serrinha dos pintos;4;uf;6;1;3;1;0;4;2
serrita;4;uf;3;0;1;0;2;1;1
sertania;3;uf;1322;75;296;232;646;528;679
sertanopolis;4;uf;3;0;1;0;1;1;2
sertao;4;uf;1;0;0;0;0;0;1
sertao santana;4;uf;35;0;25;2;7;27;6
sete de setembro;4;uf;112;5;49;14;41;63;48
sete lagoas;5;uf;5866;96;1702;462;3433;2164;2852
severiano de almeida;4;uf;434;16;94;38;279;132;250
severiano melo;4;uf;30;9;5;4;9;9;16
sidrolandia;4;uf;849;23;236;92;480;328;349
silva jardim;5;uf;4419;226;933;440;2652;1373;1871
silveiras;4;uf;565;5;108;27;413;135;334
simao pereira;4;uf;1268;13;374;68;795;442;785
simoes filho;5;uf;6337;64;1064;186;4715;1250;2723
simolandia;4;uf;649;26;193;61;345;254;276
simonesia;4;uf;1;0;1;0;0;1;1
